text_model,ds_name,method,feature_name,feature_importance
disbert,salary,all_text_baseline,(Tab) job_type,0.057587889489683824
disbert,salary,all_text_baseline,(Text) experience,0.3371415464815952
disbert,salary,all_text_baseline,(Text) job_description,0.21965265867206668
disbert,salary,all_text_baseline,(Text) job_desig,0.1655873979197677
disbert,salary,all_text_baseline,(Text) key_skills,0.16992749574007288
disbert,salary,all_text_baseline,(Text) location,0.15459925859831938
bert,prod_sent,ensemble_25,(Tab) Product_Type,0.6326823025250371
bert,prod_sent,ensemble_25,(Text) Product_Description,0.12996677353978164
bert,prod_sent,ensemble_50,(Tab) Product_Type,0.4217882016833562
bert,prod_sent,ensemble_50,(Text) Product_Description,0.25993354707956307
bert,prod_sent,ensemble_75,(Tab) Product_Type,0.21089410084167887
bert,prod_sent,ensemble_75,(Text) Product_Description,0.38990032061934493
bert,prod_sent,stack,(Tab) Product_Type,0.8808887049236986
bert,prod_sent,stack,(Text) Product_Description,0.10118519908981334
bert,prod_sent,all_text,(Tab) Product_Type,0.8634648535995397
bert,prod_sent,all_text,(Text) Product_Description,0.18424619860922686
bert,prod_sent,all_text_baseline,(Tab) Product_Type,0.9783355546585352
bert,prod_sent,all_text_baseline,(Text) Product_Description,0.4887426126610871
bert,kick,ensemble_25,(Tab) goal,0.1248028563417773
bert,kick,ensemble_25,(Tab) disable_communication,2.3080572112103717e-05
bert,kick,ensemble_25,(Tab) country,0.014128586153803756
bert,kick,ensemble_25,(Tab) currency,0.003934507754573999
bert,kick,ensemble_25,(Tab) deadline,0.043010667509318486
bert,kick,ensemble_25,(Tab) created_at,0.09618477535350246
bert,kick,ensemble_25,(Text) name,0.034012811291831854
bert,kick,ensemble_25,(Text) desc,0.047591619795156255
bert,kick,ensemble_25,(Text) keywords,0.02109688992451994
bert,kick,ensemble_50,(Tab) goal,0.08228613317702184
bert,kick,ensemble_50,(Tab) disable_communication,0.00014716042582097174
bert,kick,ensemble_50,(Tab) country,0.009075298768260454
bert,kick,ensemble_50,(Tab) currency,0.002955549938462176
bert,kick,ensemble_50,(Tab) deadline,0.024689771006574893
bert,kick,ensemble_50,(Tab) created_at,0.060027847111078954
bert,kick,ensemble_50,(Text) name,0.06802562258366365
bert,kick,ensemble_50,(Text) desc,0.09518323959031245
bert,kick,ensemble_50,(Text) keywords,0.04219377984903982
bert,kick,ensemble_75,(Tab) goal,0.03848274153391263
bert,kick,ensemble_75,(Tab) disable_communication,0.0006254739798621619
bert,kick,ensemble_75,(Tab) country,0.0038202019533860425
bert,kick,ensemble_75,(Tab) currency,0.002057961834287819
bert,kick,ensemble_75,(Tab) deadline,0.009520095145491176
bert,kick,ensemble_75,(Tab) created_at,0.021340553262094174
bert,kick,ensemble_75,(Text) name,0.10200907093222038
bert,kick,ensemble_75,(Text) desc,0.14280422232874396
bert,kick,ensemble_75,(Text) keywords,0.06329066977355981
bert,kick,stack,(Tab) goal,0.1472605365190446
bert,kick,stack,(Tab) disable_communication,0.0003655798389954655
bert,kick,stack,(Tab) country,0.016163045842266494
bert,kick,stack,(Tab) currency,0.005970793944299903
bert,kick,stack,(Tab) deadline,0.0450351953287998
bert,kick,stack,(Tab) created_at,0.08279854921749787
bert,kick,stack,(Text) name,0.1080268241675898
bert,kick,stack,(Text) desc,0.14044758213700714
bert,kick,stack,(Text) keywords,0.07707951731533176
bert,kick,all_text,(Tab) goal,0.1459575595894353
bert,kick,all_text,(Tab) disable_communication,0.00016500846527730252
bert,kick,all_text,(Tab) country,0.0064497845414569965
bert,kick,all_text,(Tab) currency,0.015059149269760626
bert,kick,all_text,(Tab) deadline,0.054580460906266406
bert,kick,all_text,(Tab) created_at,0.06279432170006621
bert,kick,all_text,(Text) name,0.1220627615606292
bert,kick,all_text,(Text) desc,0.16551043983284483
bert,kick,all_text,(Text) keywords,0.06039410115444918
bert,kick,all_text_baseline,(Tab) goal,0.12649776009111574
bert,kick,all_text_baseline,(Tab) disable_communication,0.033223289050869395
bert,kick,all_text_baseline,(Tab) country,0.025375805822375478
bert,kick,all_text_baseline,(Tab) currency,0.026513563112133997
bert,kick,all_text_baseline,(Tab) deadline,0.03719730357732169
bert,kick,all_text_baseline,(Tab) created_at,0.05261961788540462
bert,kick,all_text_baseline,(Text) name,0.10965257971783621
bert,kick,all_text_baseline,(Text) desc,0.1521754657163957
bert,kick,all_text_baseline,(Text) keywords,0.04179729323628015
bert,jigsaw,ensemble_25,(Tab) asian,7.54635290910982e-05
bert,jigsaw,ensemble_25,(Tab) atheist,5.032081543090443e-06
bert,jigsaw,ensemble_25,(Tab) bisexual,0.00021483587099587641
bert,jigsaw,ensemble_25,(Tab) black,5.179196331120679e-06
bert,jigsaw,ensemble_25,(Tab) buddhist,3.72981657692722e-05
bert,jigsaw,ensemble_25,(Tab) christian,0.0001676577603664795
bert,jigsaw,ensemble_25,(Tab) female,0.00011625542484120694
bert,jigsaw,ensemble_25,(Tab) heterosexual,6.9306641600791e-05
bert,jigsaw,ensemble_25,(Tab) hindu,3.72981657692722e-05
bert,jigsaw,ensemble_25,(Tab) homosexual_gay_or_lesbian,0.00021483587099587641
bert,jigsaw,ensemble_25,(Tab) intellectual_or_learning_disability,5.13512527392983e-06
bert,jigsaw,ensemble_25,(Tab) jewish,0.00011148560908786874
bert,jigsaw,ensemble_25,(Tab) latino,3.487676812388193e-05
bert,jigsaw,ensemble_25,(Tab) male,0.0001223663385095072
bert,jigsaw,ensemble_25,(Tab) muslim,0.00011148560908786874
bert,jigsaw,ensemble_25,(Tab) other_disability,5.13512527392983e-06
bert,jigsaw,ensemble_25,(Tab) other_gender,1.0785189052430907e-05
bert,jigsaw,ensemble_25,(Tab) other_race_or_ethnicity,5.061218399851115e-05
bert,jigsaw,ensemble_25,(Tab) other_religion,0.00014960747035053888
bert,jigsaw,ensemble_25,(Tab) other_sexual_orientation,0.00018104884560812734
bert,jigsaw,ensemble_25,(Tab) physical_disability,5.13512527392983e-06
bert,jigsaw,ensemble_25,(Tab) psychiatric_or_mental_illness,5.13512527392983e-06
bert,jigsaw,ensemble_25,(Tab) transgender,0.00021483587099587641
bert,jigsaw,ensemble_25,(Tab) white,5.179196331120679e-06
bert,jigsaw,ensemble_25,(Tab) funny,0.0016502403451463215
bert,jigsaw,ensemble_25,(Tab) wow,0.0004145122705423042
bert,jigsaw,ensemble_25,(Tab) sad,0.0010010046090191162
bert,jigsaw,ensemble_25,(Tab) likes,0.010524942735605877
bert,jigsaw,ensemble_25,(Tab) disagree,0.002305204522903002
bert,jigsaw,ensemble_25,(Text) comment_text,0.018284054398536687
bert,jigsaw,ensemble_50,(Tab) asian,4.392547378839489e-05
bert,jigsaw,ensemble_50,(Tab) atheist,9.244417969519753e-06
bert,jigsaw,ensemble_50,(Tab) bisexual,0.0001302364384914397
bert,jigsaw,ensemble_50,(Tab) black,5.661812739381521e-06
bert,jigsaw,ensemble_50,(Tab) buddhist,3.785815292004663e-05
bert,jigsaw,ensemble_50,(Tab) christian,9.369496735866815e-05
bert,jigsaw,ensemble_50,(Tab) female,8.041734979142999e-05
bert,jigsaw,ensemble_50,(Tab) heterosexual,5.1042130481870904e-05
bert,jigsaw,ensemble_50,(Tab) hindu,3.785815292004663e-05
bert,jigsaw,ensemble_50,(Tab) homosexual_gay_or_lesbian,0.0001302364384914397
bert,jigsaw,ensemble_50,(Tab) intellectual_or_learning_disability,1.4015361536181439e-05
bert,jigsaw,ensemble_50,(Tab) jewish,7.25088408358835e-05
bert,jigsaw,ensemble_50,(Tab) latino,2.515141484111306e-05
bert,jigsaw,ensemble_50,(Tab) male,8.431083729895379e-05
bert,jigsaw,ensemble_50,(Tab) muslim,7.25088408358835e-05
bert,jigsaw,ensemble_50,(Tab) other_disability,1.4015361536181439e-05
bert,jigsaw,ensemble_50,(Tab) other_gender,2.0324876228634244e-05
bert,jigsaw,ensemble_50,(Tab) other_race_or_ethnicity,4.392547378839489e-05
bert,jigsaw,ensemble_50,(Tab) other_religion,9.369496735866815e-05
bert,jigsaw,ensemble_50,(Tab) other_sexual_orientation,0.00011553246367438742
bert,jigsaw,ensemble_50,(Tab) physical_disability,1.4015361536181439e-05
bert,jigsaw,ensemble_50,(Tab) psychiatric_or_mental_illness,1.4015361536181439e-05
bert,jigsaw,ensemble_50,(Tab) transgender,0.0001302364384914397
bert,jigsaw,ensemble_50,(Tab) white,5.661812739381521e-06
bert,jigsaw,ensemble_50,(Tab) funny,0.0011321779362303318
bert,jigsaw,ensemble_50,(Tab) wow,0.00032186264747123647
bert,jigsaw,ensemble_50,(Tab) sad,0.0006738093288066322
bert,jigsaw,ensemble_50,(Tab) likes,0.006503879335478413
bert,jigsaw,ensemble_50,(Tab) disagree,0.0014356875160076333
bert,jigsaw,ensemble_50,(Text) comment_text,0.036568108797073354
bert,jigsaw,ensemble_75,(Tab) asian,2.4519254284294962e-05
bert,jigsaw,ensemble_75,(Tab) atheist,1.123289334144447e-05
bert,jigsaw,ensemble_75,(Tab) bisexual,5.4318208107200876e-05
bert,jigsaw,ensemble_75,(Tab) black,1.0086995616007848e-05
bert,jigsaw,ensemble_75,(Tab) buddhist,2.3416427716798198e-05
bert,jigsaw,ensemble_75,(Tab) christian,4.139318808808547e-05
bert,jigsaw,ensemble_75,(Tab) female,4.215226185251897e-05
bert,jigsaw,ensemble_75,(Tab) heterosexual,3.117350518749602e-05
bert,jigsaw,ensemble_75,(Tab) hindu,2.3416427716798198e-05
bert,jigsaw,ensemble_75,(Tab) homosexual_gay_or_lesbian,5.4318208107200876e-05
bert,jigsaw,ensemble_75,(Tab) intellectual_or_learning_disability,1.123559712114481e-05
bert,jigsaw,ensemble_75,(Tab) jewish,3.755486570987639e-05
bert,jigsaw,ensemble_75,(Tab) latino,2.2914045676859096e-05
bert,jigsaw,ensemble_75,(Tab) male,4.213083046292096e-05
bert,jigsaw,ensemble_75,(Tab) muslim,3.755486570987639e-05
bert,jigsaw,ensemble_75,(Tab) other_disability,1.123559712114481e-05
bert,jigsaw,ensemble_75,(Tab) other_gender,1.807838347504579e-05
bert,jigsaw,ensemble_75,(Tab) other_race_or_ethnicity,2.4519254284294962e-05
bert,jigsaw,ensemble_75,(Tab) other_religion,4.139318808808547e-05
bert,jigsaw,ensemble_75,(Tab) other_sexual_orientation,5.4318208107200876e-05
bert,jigsaw,ensemble_75,(Tab) physical_disability,1.123559712114481e-05
bert,jigsaw,ensemble_75,(Tab) psychiatric_or_mental_illness,1.123559712114481e-05
bert,jigsaw,ensemble_75,(Tab) transgender,5.4318208107200876e-05
bert,jigsaw,ensemble_75,(Tab) white,1.0086995616007848e-05
bert,jigsaw,ensemble_75,(Tab) funny,0.0005778987260636739
bert,jigsaw,ensemble_75,(Tab) wow,0.00016317091522820106
bert,jigsaw,ensemble_75,(Tab) sad,0.0003991672506016192
bert,jigsaw,ensemble_75,(Tab) likes,0.002977132023534648
bert,jigsaw,ensemble_75,(Tab) disagree,0.0006150478128247094
bert,jigsaw,ensemble_75,(Text) comment_text,0.054852163195610044
bert,jigsaw,stack,(Tab) asian,4.9763074942956395e-06
bert,jigsaw,stack,(Tab) atheist,6.971458445211477e-06
bert,jigsaw,stack,(Tab) bisexual,5.579460322116451e-06
bert,jigsaw,stack,(Tab) black,4.9763074942956395e-06
bert,jigsaw,stack,(Tab) buddhist,7.022995754854166e-06
bert,jigsaw,stack,(Tab) christian,7.211956335622163e-06
bert,jigsaw,stack,(Tab) female,8.40356652245047e-06
bert,jigsaw,stack,(Tab) heterosexual,5.497260947456964e-06
bert,jigsaw,stack,(Tab) hindu,7.022995754854166e-06
bert,jigsaw,stack,(Tab) homosexual_gay_or_lesbian,5.579460322116451e-06
bert,jigsaw,stack,(Tab) intellectual_or_learning_disability,5.133733317445281e-06
bert,jigsaw,stack,(Tab) jewish,7.0394743048271066e-06
bert,jigsaw,stack,(Tab) latino,4.9763074942956395e-06
bert,jigsaw,stack,(Tab) male,7.1196857412261295e-06
bert,jigsaw,stack,(Tab) muslim,7.0394743048271066e-06
bert,jigsaw,stack,(Tab) other_disability,5.133733317445281e-06
bert,jigsaw,stack,(Tab) other_gender,7.022995754854166e-06
bert,jigsaw,stack,(Tab) other_race_or_ethnicity,4.9763074942956395e-06
bert,jigsaw,stack,(Tab) other_religion,9.543288774567304e-06
bert,jigsaw,stack,(Tab) other_sexual_orientation,5.579460322116451e-06
bert,jigsaw,stack,(Tab) physical_disability,5.133733317445281e-06
bert,jigsaw,stack,(Tab) psychiatric_or_mental_illness,5.133733317445281e-06
bert,jigsaw,stack,(Tab) transgender,5.579460322116451e-06
bert,jigsaw,stack,(Tab) white,4.9763074942956395e-06
bert,jigsaw,stack,(Tab) funny,0.0009003512208442002
bert,jigsaw,stack,(Tab) wow,0.0002892958350341291
bert,jigsaw,stack,(Tab) sad,0.0010504311195794949
bert,jigsaw,stack,(Tab) likes,0.004144701037179856
bert,jigsaw,stack,(Tab) disagree,0.001439446543160735
bert,jigsaw,stack,(Text) comment_text,0.06546359821086782
bert,jigsaw,all_text,(Tab) asian,5.894771741737881e-05
bert,jigsaw,all_text,(Tab) atheist,0.00016789663647770293
bert,jigsaw,all_text,(Tab) bisexual,3.8814263011056325e-05
bert,jigsaw,all_text,(Tab) black,6.184499061654604e-05
bert,jigsaw,all_text,(Tab) buddhist,7.648285573129029e-05
bert,jigsaw,all_text,(Tab) christian,6.433359945629279e-05
bert,jigsaw,all_text,(Tab) female,5.753451736633624e-05
bert,jigsaw,all_text,(Tab) heterosexual,4.017302320313918e-05
bert,jigsaw,all_text,(Tab) hindu,7.594365798619762e-05
bert,jigsaw,all_text,(Tab) homosexual_gay_or_lesbian,3.8814263011056325e-05
bert,jigsaw,all_text,(Tab) intellectual_or_learning_disability,4.796652901258452e-05
bert,jigsaw,all_text,(Tab) jewish,6.455632081095034e-05
bert,jigsaw,all_text,(Tab) latino,6.364146077751584e-05
bert,jigsaw,all_text,(Tab) male,5.713018504426778e-05
bert,jigsaw,all_text,(Tab) muslim,6.458769633361738e-05
bert,jigsaw,all_text,(Tab) other_disability,4.750222018828158e-05
bert,jigsaw,all_text,(Tab) other_gender,9.815111753899434e-05
bert,jigsaw,all_text,(Tab) other_race_or_ethnicity,6.096834458814127e-05
bert,jigsaw,all_text,(Tab) other_religion,6.436795762560384e-05
bert,jigsaw,all_text,(Tab) other_sexual_orientation,3.950436019538873e-05
bert,jigsaw,all_text,(Tab) physical_disability,4.721286055627526e-05
bert,jigsaw,all_text,(Tab) psychiatric_or_mental_illness,4.727488610046396e-05
bert,jigsaw,all_text,(Tab) transgender,3.870838349531581e-05
bert,jigsaw,all_text,(Tab) white,6.155180114309575e-05
bert,jigsaw,all_text,(Tab) funny,1.892951568488291e-05
bert,jigsaw,all_text,(Tab) wow,1.6620272292218765e-05
bert,jigsaw,all_text,(Tab) sad,2.3820924662801597e-05
bert,jigsaw,all_text,(Tab) likes,2.0307348534630763e-05
bert,jigsaw,all_text,(Tab) disagree,2.2471684837297723e-05
bert,jigsaw,all_text,(Text) comment_text,0.09646283150135426
bert,jigsaw,all_text_baseline,(Tab) asian,0.0006583723288506193
bert,jigsaw,all_text_baseline,(Tab) atheist,0.0016881127804193117
bert,jigsaw,all_text_baseline,(Tab) bisexual,0.0018112770287665547
bert,jigsaw,all_text_baseline,(Tab) black,0.0012157728961025129
bert,jigsaw,all_text_baseline,(Tab) buddhist,0.0027550357602327525
bert,jigsaw,all_text_baseline,(Tab) christian,0.0034523474626787435
bert,jigsaw,all_text_baseline,(Tab) female,0.003708148247240532
bert,jigsaw,all_text_baseline,(Tab) heterosexual,0.0034675204950093425
bert,jigsaw,all_text_baseline,(Tab) hindu,0.004028756242053017
bert,jigsaw,all_text_baseline,(Tab) homosexual_gay_or_lesbian,0.00545098552219135
bert,jigsaw,all_text_baseline,(Tab) intellectual_or_learning_disability,0.004607055950771734
bert,jigsaw,all_text_baseline,(Tab) jewish,0.001554087969991209
bert,jigsaw,all_text_baseline,(Tab) latino,0.0015228781130805324
bert,jigsaw,all_text_baseline,(Tab) male,0.001918377005241259
bert,jigsaw,all_text_baseline,(Tab) muslim,0.0016381110805905085
bert,jigsaw,all_text_baseline,(Tab) other_disability,0.0029762963983486503
bert,jigsaw,all_text_baseline,(Tab) other_gender,0.0030236844500534056
bert,jigsaw,all_text_baseline,(Tab) other_race_or_ethnicity,0.005125357439245126
bert,jigsaw,all_text_baseline,(Tab) other_religion,0.0038546586231033757
bert,jigsaw,all_text_baseline,(Tab) other_sexual_orientation,0.006193615923628448
bert,jigsaw,all_text_baseline,(Tab) physical_disability,0.005617990132219185
bert,jigsaw,all_text_baseline,(Tab) psychiatric_or_mental_illness,0.00551282550700924
bert,jigsaw,all_text_baseline,(Tab) transgender,0.0018899286975526102
bert,jigsaw,all_text_baseline,(Tab) white,0.001917911372622266
bert,jigsaw,all_text_baseline,(Tab) funny,0.0018971192653434177
bert,jigsaw,all_text_baseline,(Tab) wow,0.0019257708656482645
bert,jigsaw,all_text_baseline,(Tab) sad,0.001869353745749702
bert,jigsaw,all_text_baseline,(Tab) likes,0.0018813614183302069
bert,jigsaw,all_text_baseline,(Tab) disagree,0.0024254590532727764
bert,jigsaw,all_text_baseline,(Text) comment_text,0.1131565920400758
bert,wine,ensemble_25,(Tab) points,0.1916364105620641
bert,wine,ensemble_25,(Tab) price,0.32080410121007824
bert,wine,ensemble_25,(Text) country,0.08052767533184953
bert,wine,ensemble_25,(Text) description,0.2977643439732902
bert,wine,ensemble_25,(Text) province,0.24444762422018285
bert,wine,ensemble_50,(Tab) points,0.127757607041376
bert,wine,ensemble_50,(Tab) price,0.21386940080671898
bert,wine,ensemble_50,(Text) country,0.16105535066369905
bert,wine,ensemble_50,(Text) description,0.5955286879465804
bert,wine,ensemble_50,(Text) province,0.4888952484403657
bert,wine,ensemble_75,(Tab) points,0.06286117362677142
bert,wine,ensemble_75,(Tab) price,0.10506081354349103
bert,wine,ensemble_75,(Text) country,0.2415830259955486
bert,wine,ensemble_75,(Text) description,0.8932930319198706
bert,wine,ensemble_75,(Text) province,0.7333428726605485
bert,wine,stack,(Tab) points,0.25121414838149403
bert,wine,stack,(Tab) price,0.46044434867727213
bert,wine,stack,(Text) country,0.3638046775317106
bert,wine,stack,(Text) description,1.2959826194099093
bert,wine,stack,(Text) province,1.0770269869010924
bert,wine,all_text,(Tab) points,0.019268777710826565
bert,wine,all_text,(Tab) price,0.2691263570256238
bert,wine,all_text,(Text) country,0.3100341083909798
bert,wine,all_text,(Text) description,1.160167135084766
bert,wine,all_text,(Text) province,0.854760129233968
bert,wine,all_text_baseline,(Tab) points,0.0400050991137474
bert,wine,all_text_baseline,(Tab) price,0.10251883803713822
bert,wine,all_text_baseline,(Text) country,0.23249706231979403
bert,wine,all_text_baseline,(Text) description,1.2541749815903207
bert,wine,all_text_baseline,(Text) province,0.7384462200657711
bert,fake,ensemble_25,(Tab) required_experience,0.03867782685846367
bert,fake,ensemble_25,(Tab) required_education,0.1095966188504947
bert,fake,ensemble_25,(Text) title,0.12381633134011151
bert,fake,ensemble_25,(Text) description,0.2929287190526325
bert,fake,ensemble_25,(Text) salary_range,0.001404812064720316
bert,fake,ensemble_50,(Tab) required_experience,0.025785217905642668
bert,fake,ensemble_50,(Tab) required_education,0.07306441256699643
bert,fake,ensemble_50,(Text) title,0.24763266268022313
bert,fake,ensemble_50,(Text) description,0.5858574381052652
bert,fake,ensemble_50,(Text) salary_range,0.0028096241294406398
bert,fake,ensemble_75,(Tab) required_experience,0.012624735358787555
bert,fake,ensemble_75,(Tab) required_education,0.03626433268946482
bert,fake,ensemble_75,(Text) title,0.37144899402033443
bert,fake,ensemble_75,(Text) description,0.8787861571578975
bert,fake,ensemble_75,(Text) salary_range,0.0042144361941609506
bert,fake,stack,(Tab) required_experience,0.02133011040777431
bert,fake,stack,(Tab) required_education,0.19742976710609608
bert,fake,stack,(Text) title,0.07105516584207322
bert,fake,stack,(Text) description,0.1903233854279513
bert,fake,stack,(Text) salary_range,0.012789356298779546
bert,fake,all_text,(Tab) required_experience,0.052170688603901366
bert,fake,all_text,(Tab) required_education,0.0262045227938637
bert,fake,all_text,(Text) title,0.6046487257365376
bert,fake,all_text,(Text) description,1.1274607969576105
bert,fake,all_text,(Text) salary_range,0.020033642194431732
bert,fake,all_text_baseline,(Tab) required_experience,0.021757314889438276
bert,fake,all_text_baseline,(Tab) required_education,0.025957205361228697
bert,fake,all_text_baseline,(Text) title,0.07133946823524778
bert,fake,all_text_baseline,(Text) description,0.38432998989225986
bert,fake,all_text_baseline,(Text) salary_range,0.024229999161249217
bert,imdb_genre,ensemble_25,(Tab) Year,0.032827847023666215
bert,imdb_genre,ensemble_25,(Tab) Runtime (Minutes),0.15091977201928455
bert,imdb_genre,ensemble_25,(Tab) Rating,0.19224656922148217
bert,imdb_genre,ensemble_25,(Tab) Votes,0.17769063852176445
bert,imdb_genre,ensemble_25,(Tab) Revenue (Millions),0.15730262158285654
bert,imdb_genre,ensemble_25,(Tab) Metascore,0.06798158064754202
bert,imdb_genre,ensemble_25,(Tab) Rank,0.07035087289939822
bert,imdb_genre,ensemble_25,(Text) Description,0.10549547977745533
bert,imdb_genre,ensemble_50,(Tab) Year,0.021885231349110877
bert,imdb_genre,ensemble_50,(Tab) Runtime (Minutes),0.09623721932604493
bert,imdb_genre,ensemble_50,(Tab) Rating,0.1256247991137616
bert,imdb_genre,ensemble_50,(Tab) Votes,0.10937111359612668
bert,imdb_genre,ensemble_50,(Tab) Revenue (Millions),0.10171646589958624
bert,imdb_genre,ensemble_50,(Tab) Metascore,0.04292507117276483
bert,imdb_genre,ensemble_50,(Tab) Rank,0.04690058193293213
bert,imdb_genre,ensemble_50,(Text) Description,0.21099095955491073
bert,imdb_genre,ensemble_75,(Tab) Year,0.01091823559553443
bert,imdb_genre,ensemble_75,(Tab) Runtime (Minutes),0.041549280684733646
bert,imdb_genre,ensemble_75,(Tab) Rating,0.059517688126949304
bert,imdb_genre,ensemble_75,(Tab) Votes,0.045638168444997136
bert,imdb_genre,ensemble_75,(Tab) Revenue (Millions),0.047030790515199365
bert,imdb_genre,ensemble_75,(Tab) Metascore,0.01985970961259143
bert,imdb_genre,ensemble_75,(Tab) Rank,0.02231445435040527
bert,imdb_genre,ensemble_75,(Text) Description,0.316486439332366
bert,imdb_genre,stack,(Tab) Year,0.027164235230043552
bert,imdb_genre,stack,(Tab) Runtime (Minutes),0.37031971493143007
bert,imdb_genre,stack,(Tab) Rating,0.28659672068387915
bert,imdb_genre,stack,(Tab) Votes,0.17994028502024675
bert,imdb_genre,stack,(Tab) Revenue (Millions),0.15499308452456637
bert,imdb_genre,stack,(Tab) Metascore,0.13153257844904717
bert,imdb_genre,stack,(Tab) Rank,0.18260700009917702
bert,imdb_genre,stack,(Text) Description,0.01430640216362797
bert,imdb_genre,all_text,(Tab) Year,0.0003523336379655787
bert,imdb_genre,all_text,(Tab) Runtime (Minutes),0.0007260311103709753
bert,imdb_genre,all_text,(Tab) Rating,0.0005803550286812794
bert,imdb_genre,all_text,(Tab) Votes,0.0008781435901582952
bert,imdb_genre,all_text,(Tab) Revenue (Millions),0.0008591070139133152
bert,imdb_genre,all_text,(Tab) Metascore,0.000835198519438328
bert,imdb_genre,all_text,(Tab) Rank,0.0013356368997089923
bert,imdb_genre,all_text,(Text) Description,0.5801899138066916
bert,imdb_genre,all_text_baseline,(Tab) Year,0.008580370139633618
bert,imdb_genre,all_text_baseline,(Tab) Runtime (Minutes),0.026787636800185352
bert,imdb_genre,all_text_baseline,(Tab) Rating,0.022288020689890928
bert,imdb_genre,all_text_baseline,(Tab) Votes,0.028094488234693814
bert,imdb_genre,all_text_baseline,(Tab) Revenue (Millions),0.030342217967411628
bert,imdb_genre,all_text_baseline,(Tab) Metascore,0.06512397830402045
bert,imdb_genre,all_text_baseline,(Tab) Rank,0.03878436210686851
bert,imdb_genre,all_text_baseline,(Text) Description,0.3858911422248912
bert,channel,ensemble_25,(Tab)  n_tokens_content,0.08910102767394651
bert,channel,ensemble_25,(Tab)  n_unique_tokens,0.1900857258711966
bert,channel,ensemble_25,(Tab)  n_non_stop_words,0.15827639590769466
bert,channel,ensemble_25,(Tab)  n_non_stop_unique_tokens,0.09143330168334898
bert,channel,ensemble_25,(Tab)  num_hrefs,0.08871052373493345
bert,channel,ensemble_25,(Tab)  num_self_hrefs,0.12649528527697496
bert,channel,ensemble_25,(Tab)  num_imgs,0.11242735400218905
bert,channel,ensemble_25,(Tab)  num_videos,0.10848528770041979
bert,channel,ensemble_25,(Tab)  average_token_length,0.14743200099892395
bert,channel,ensemble_25,(Tab)  num_keywords,0.12742118439837344
bert,channel,ensemble_25,(Tab)  global_subjectivity,0.06997917309332845
bert,channel,ensemble_25,(Tab)  global_sentiment_polarity,0.07370620290247978
bert,channel,ensemble_25,(Tab)  global_rate_positive_words,0.09525052488227001
bert,channel,ensemble_25,(Tab)  global_rate_negative_words,0.048973945994946186
bert,channel,ensemble_25,(Tab)  rate_positive_words,0.028709634085041524
bert,channel,ensemble_25,(Tab)  rate_negative_words,0.014164311673442285
bert,channel,ensemble_25,(Text) article_title,0.054242605846375226
bert,channel,ensemble_50,(Tab)  n_tokens_content,0.056334966203323816
bert,channel,ensemble_50,(Tab)  n_unique_tokens,0.12613883164555278
bert,channel,ensemble_50,(Tab)  n_non_stop_words,0.10546438544656347
bert,channel,ensemble_50,(Tab)  n_non_stop_unique_tokens,0.06022686663283176
bert,channel,ensemble_50,(Tab)  num_hrefs,0.056825764519043524
bert,channel,ensemble_50,(Tab)  num_self_hrefs,0.08165958845840643
bert,channel,ensemble_50,(Tab)  num_imgs,0.07494671247084253
bert,channel,ensemble_50,(Tab)  num_videos,0.07232352513361319
bert,channel,ensemble_50,(Tab)  average_token_length,0.09822702472094033
bert,channel,ensemble_50,(Tab)  num_keywords,0.08494745626558226
bert,channel,ensemble_50,(Tab)  global_subjectivity,0.046621385230751634
bert,channel,ensemble_50,(Tab)  global_sentiment_polarity,0.04608467551478656
bert,channel,ensemble_50,(Tab)  global_rate_positive_words,0.06281925701719367
bert,channel,ensemble_50,(Tab)  global_rate_negative_words,0.03101572842618488
bert,channel,ensemble_50,(Tab)  rate_positive_words,0.01999805547481729
bert,channel,ensemble_50,(Tab)  rate_negative_words,0.009825431540744887
bert,channel,ensemble_50,(Text) article_title,0.10848521169275045
bert,channel,ensemble_75,(Tab)  n_tokens_content,0.026115717974724402
bert,channel,ensemble_75,(Tab)  n_unique_tokens,0.062151209019182224
bert,channel,ensemble_75,(Tab)  n_non_stop_words,0.05251240643984203
bert,channel,ensemble_75,(Tab)  n_non_stop_unique_tokens,0.029164587656898035
bert,channel,ensemble_75,(Tab)  num_hrefs,0.026788898689742182
bert,channel,ensemble_75,(Tab)  num_self_hrefs,0.0381700924384796
bert,channel,ensemble_75,(Tab)  num_imgs,0.03737665940177646
bert,channel,ensemble_75,(Tab)  num_videos,0.03613185251747758
bert,channel,ensemble_75,(Tab)  average_token_length,0.048795456795081196
bert,channel,ensemble_75,(Tab)  num_keywords,0.04246774118337214
bert,channel,ensemble_75,(Tab)  global_subjectivity,0.023217831865088905
bert,channel,ensemble_75,(Tab)  global_sentiment_polarity,0.021001680990424723
bert,channel,ensemble_75,(Tab)  global_rate_positive_words,0.03078204409683831
bert,channel,ensemble_75,(Tab)  global_rate_negative_words,0.014223535602600958
bert,channel,ensemble_75,(Tab)  rate_positive_words,0.010737841874076786
bert,channel,ensemble_75,(Tab)  rate_negative_words,0.005551104274646034
bert,channel,ensemble_75,(Text) article_title,0.16272781753912569
bert,channel,stack,(Tab)  n_tokens_content,0.1172314878482723
bert,channel,stack,(Tab)  n_unique_tokens,0.26851441702749806
bert,channel,stack,(Tab)  n_non_stop_words,0.23753789063212463
